ActivityName,district_name,tehsil_name,ucs,training_type,no_partcpnt,attend_m,attend_f,new_partcpnt,duration,t_venue,water_avail,func_wash,tmat_agenda,tmar_tsheet,tmar_vaccvial,tmar_rmap,tmar_fm,tmar_chalk,tmar_other,p_briefed,aic_sit,vacc_admin_videos,stall_method,sk_ipc,sk_vacc_administration,sk_finger_mark,sk_door_chalk,sk_data_record,sk_gender_mainstream,sop_ipc,sop_vacc_administration,sop_finger_mark,sop_door_chalk,sop_data_record,sop_gender_mainstream,qa,feedback,ttmv2_picture,stall_comm,stall_visiting,stall_guid,vacc_mang_vvm,stall_visiting_process,stall_pfm,stall_guid_fm,stall_board,stall_doorm,stall_guid_door,stall_tely_pana,stall_fill_telly,stall_guid_data_r,stall_afp,stall_payment_p,local_lang,local_lang_guideline,field_activity,field_demonstration
NID OCT 2025,CHARSADA,CHARSADDA,MC-3 CHARSADDA,mt,20,0,20,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,SMT,HAZARKHWANI 2,cbv,21,0,18,0,360,1,1,1,1,1,1,0,0,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,CHARSADA,CHARSADDA,BAHLOLA,smt,30,3,22,1,300,1,1,1,1,0,0,0,0,1,1,1,0,0,1,,,,,,,,,,,,,0,,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0
NID OCT 2025,PESHAWAR,SHAH ALAM,MATHRA,cbv,17,0,17,0,240,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
NID OCT 2025,MOHMAND,HALEEMZAI,KAMALI,mt,26,19,7,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,KHYBER,LANDI KOTAL,SULTAN KHEL A,cbv,19,15,4,1,175,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,MOHMAND,PANDIALI,PANDIALI,mt,20,20,10,1,240,1,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,PESHAWAR,SMT,SHAHEEN MUSLIM TWN1,cbv,19,18,18,0,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,SHABQADAR,HAJIZAI,mt,27,3,24,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,NOWSHERA,NOWSHERA,AZAKHEL PAYAN,mt,24,5,19,0,220,1,0,1,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,CHARSADA,TANGI,MIRZA DHER,mt,17,1,16,0,250,1,1,0,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
NID OCT 2025,NOWSHERA,JEHANGIRA,JEHANGIRA,mt,27,3,24,2,270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,TURNAB,mt,23,2,21,1,240,1,1,1,1,1,1,1,1,1,0,1,1,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID OCT 2025,PESHAWAR,SMT,LANDI ARBAB,cbv,17,4,13,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,MOHMAND,PANDIALI,DANISHKOOL,mt,37,36,0,2,240,1,1,0,1,1,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,MOHMAND,KHAWEZAI,KHADI KHEL,mt,22,14,0,1,280,1,1,0,1,1,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,NOWSHERA,NOWSHERA,AZAKHEL PAYAN,mt,24,5,19,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,MOHMAND,SAFI LAKARO,SANDO KHEL,mt,25,24,1,3,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,MOHMAND,SAFI LAKARO,MAMAD GAT,mt,25,18,1,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,MOHMAND,PARANG GHAAR,UMAR KHEL,mt,37,35,2,1,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,MOHMAND,EKKAGHUND,MICHANI,mt,16,0,16,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,CITY,MEHAL TERAI 2,cbv,15,0,15,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,SADDAR,BADABER MARYAMZAI,cbv,15,0,15,0,240,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
NID OCT 2025,MOHMAND,BAIZAI,KODA KHEL,mt,25,15,0,0,280,1,0,0,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,NOWSHERA,JEHANGIRA,JEHANGIRA,mt,16,2,14,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,SHABQADAR,MC-2 SHABQADAR,mt,20,4,16,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,SHABQADAR,HAJIZAI,mt,27,4,23,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,SARKI TETARA,mt,23,4,19,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,UTMANZAI,mt,24,0,24,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,SHABQADAR,RASHAKI,mt,25,8,17,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,NOWSHERA,NOWSHERA,GANDHERI,mt,26,3,23,2,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,NOWSHERA,NOWSHERA,NAWA KALY,mt,5,5,0,0,245,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,TANGI,GANDHERI,mt,22,0,22,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,CITY,MEHAL TERAI 2,cbv,12,0,12,0,220,1,1,1,1,1,1,1,0,1,1,0,1,0,1,,,,,,,,,,,,,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
NID OCT 2025,NOWSHERA,JEHANGIRA,NIZAMPUR,mt,36,7,25,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,CITY,MALAKANDHER,cbv,19,5,14,1,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,MOHAMMAD NARI,smt,25,0,25,2,300,1,0,0,1,0,1,1,0,1,1,1,1,0,1,,,,,,,,,,,,,0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,PESHAWAR,CITY,HAYAT ABAD 2,cbv,19,1,18,2,240,0,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,DHERI ZARDAD,mt,26,3,19,2,240,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,NOWSHERA,NOWSHERA,BADRASHI,mt,22,0,25,4,240,1,1,1,1,0,0,1,0,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NID OCT 2025,NOWSHERA,NOWSHERA,DHERI KATTI KHEL,mt,28,0,25,3,230,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,TANGI,SHERPAO,mt,21,1,20,1,260,1,1,1,0,1,1,0,0,1,1,1,0,1,1,,,,,,,,,,,,,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
NID OCT 2025,CHARSADA,CHARSADDA,RAJJAR 1,mt,16,0,16,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,RAJJAR 1,mt,16,0,16,0,245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,SHABQADAR,RASHAKI,mt,25,10,15,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,MATTANI,MASHOGAGAR,cbv,12,4,5,0,240,1,1,1,1,1,0,1,1,1,1,1,0,0,1,,,,,,,,,,,,,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
NID OCT 2025,NOWSHERA,NOWSHERA,DHERI KATTI KHEL,mt,28,0,25,3,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NID OCT 2025,PESHAWAR,CITY,HAYAT ABAD 2,cbv,22,1,20,3,240,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,NOWSHERA,JEHANGIRA,KHAIRABAD CAMP,mt,24,0,17,0,280,1,1,1,1,1,1,1,1,1,1,1,0,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,DOSEHRA,mt,26,0,26,0,245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,MC-4 CHARSADDA,mt,14,0,14,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,MOHAMMAD NARI,mt,25,0,25,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,UMERZAI,mt,27,1,26,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,CHARSADDA,UTMANZAI,mt,23,0,23,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,SHABQADAR,BATTAGRAM,mt,29,1,28,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,TANGI,DHAKKI,mt,22,0,22,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,MOHMAND,BAIZAI,LANDI SHAH,mt,10,5,0,0,240,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,CHARSADA,TANGI,DHAKKI,mt,22,0,22,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,CITY,MALAKANDHER,cbv,19,3,16,1,240,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,MOHMAND,BAIZAI,LANDI SHAH,mt,10,5,0,0,210,1,1,1,1,1,1,1,1,0,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
NID OCT 2025,NOWSHERA,NOWSHERA,BARA BANDA,mt,16,1,15,1,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NID OCT 2025,CHARSADA,CHARSADDA,HISARA YASENZAI,smt,24,3,21,2,300,1,1,1,1,1,0,0,0,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
NID OCT 2025,CHARSADA,SHABQADAR,RASHAKI,mt,8,3,5,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,SHABQADAR,RASHAKI,mt,10,4,5,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,CITY,SUFAID DHERI,cbv,22,0,22,1,300,1,1,1,1,1,1,0,0,1,1,1,0,0,1,,,,,,,,,,,,,1,,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1
NID OCT 2025,NOWSHERA,PABBI,SHAKOT,mt,18,2,16,5,295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,MATTANI,MASHOGAGAR,cbv,12,4,5,0,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,NOWSHERA,PABBI,JALOZAI,mt,25,0,25,0,270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,NOWSHERA,NOWSHERA,BADRASHI,mt,10,2,8,0,320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,NOWSHERA,NOWSHERA,BADRASHI,mt,22,0,22,2,360,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
NID OCT 2025,NOWSHERA,NOWSHERA,BADRASHI,mt,22,0,22,3,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,NOWSHERA,NOWSHERA,BARA BANDA,mt,26,1,25,1,309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,PESHAWAR,SMT,HAZARKHWANI 1,smt,5,3,21,0,300,1,1,1,1,1,1,0,0,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,PESHAWAR,SADDAR,URMAR BALA,smt,5,27,1,3,240,1,0,0,1,1,0,0,0,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID OCT 2025,NOWSHERA,JEHANGIRA,MERA AKORA,mt,22,0,19,2,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,NOWSHERA,JEHANGIRA,MERA AKORA,mt,31,1,29,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID OCT 2025,CHARSADA,TANGI,HISARA NEHRI,mt,18,0,18,3,300,1,1,1,0,1,0,0,1,0,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
NID DEC 2025,PESHAWAR,SHAH ALAM,GARHI SHER DAD,cbv,22,2,20,0,246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,BARA,MANDI KAS,cbv,22,18,4,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,BADRASHI,mt,26,0,20,2,360,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,NOWSHERA,NOWSHERA,KHESHGI BALA,mt,22,2,17,1,240,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,TANGI,MIRZA DHER,mt,18,0,18,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,AGRA,mt,28,1,27,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,EKKAGHUND,AQRAB DAG,mt,26,0,26,2,200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,LANDI KOTAL,SHEIKHMAL KHEL,cbv,21,18,0,0,160,1,0,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID DEC 2025,KHYBER,LANDI KOTAL,STATION,cbv,23,20,3,0,180,,1,0,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,0,0
NID DEC 2025,CHARSADA,CHARSADDA,UTMANZAI,mt,24,0,23,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,NISATTA,mt,25,5,20,2,250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,JAMRUD,TIDI BAZAR,cbv,22,21,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,JEHANGIRA,AKORA KHATTAK,mt,27,1,22,4,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,RISALPUR CANTT,mt,30,0,27,3,302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,BAIZAI,GHANAM SHAH,mt,31,5,0,1,120,1,1,1,1,1,1,0,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
NID DEC 2025,MOHMAND,EKKAGHUND,EKKAGHUND,mt,26,5,16,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,NOWSHERA,NOWSHERA,AMANGARH,mt,21,1,18,0,180,1,1,1,1,1,0,0,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,JAMRUD,GHUNDI B,cbv,28,28,0,0,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,SAFI LAKARO,MAMAD GAT,mt,25,23,1,2,200,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,JAMRUD,GHUNDI A,cbv,16,16,0,0,180,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,TURNAB,mt,21,1,20,1,240,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,KABUL RIVER,mt,28,4,21,3,295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,MOHMAND,SAFI LAKARO,ALINGAR,mt,13,6,1,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,MOHMAND,AMBAR,CHARGOLAI,mt,30,21,0,3,220,1,0,1,1,1,1,0,1,1,0,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0
NID DEC 2025,NOWSHERA,NOWSHERA,RISALPUR CANTT,mt,30,0,27,3,305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,PIRPAI,mt,22,0,16,1,190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID DEC 2025,KHYBER,JAMRUD,SUR KAMAR,cbv,17,17,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
