ActivityName,district_name,tehsil_name,ucs,training_type,no_partcpnt,attend_m,attend_f,new_partcpnt,duration,t_venue,water_avail,func_wash,tmat_agenda,tmar_tsheet,tmar_vaccvial,tmar_rmap,tmar_fm,tmar_chalk,tmar_other,p_briefed,aic_sit,vacc_admin_videos,stall_method,sk_ipc,sk_vacc_administration,sk_finger_mark,sk_door_chalk,sk_data_record,sk_gender_mainstream,sop_ipc,sop_vacc_administration,sop_finger_mark,sop_door_chalk,sop_data_record,sop_gender_mainstream,qa,feedback,ttmv2_picture,stall_comm,stall_visiting,stall_guid,vacc_mang_vvm,stall_visiting_process,stall_pfm,stall_guid_fm,stall_board,stall_doorm,stall_guid_door,stall_tely_pana,stall_fill_telly,stall_guid_data_r,stall_afp,stall_payment_p,local_lang,local_lang_guideline,field_activity,field_demonstration
NID DEC 2025,MOHMAND,KHAWEZAI,JUMA KHEL,mt,23,8,3,1,245,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID DEC 2025,NOWSHERA,NOWSHERA,GANDHERI,mt,29,5,22,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,MC-3 CHARSADDA,mt,17,0,17,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,EKKAGHUND,MICHANI,mt,16,0,14,0,250,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,MOHMAND,HALEEMZAI,GHALLANAI,mt,21,7,4,3,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID DEC 2025,NOWSHERA,PABBI,TARRU JABBA,mt,24,0,24,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,EKKAGHUND,DAB KOR,mt,17,0,17,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,AZAKHEL BALA,mt,27,25,25,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,WAZIR BAGH,cbv,16,0,15,0,120,,1,1,1,1,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,0,0
NID DEC 2025,NOWSHERA,NOWSHERA,KABUL RIVER,mt,31,0,31,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,EKKAGHUND,EKKAGHUND,mt,25,0,25,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,JEHANGIRA,AKORA CAMP,mt,20,1,19,0,360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,KHYBER,JAMRUD,ALI MASJID A,cbv,17,14,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,DHERI KATTI KHEL,mt,28,0,20,3,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,JAMRUD,NEW ABADI,cbv,28,27,1,0,200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,AZAKHEL BALA,mt,24,15,9,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,EKKAGHUND,DAB KOR,mt,12,5,7,1,300,1,1,1,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,KHESHGI BALA,mt,26,5,19,1,240,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,HISARA YASENZAI,mt,24,0,23,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,BADRASHI,mt,28,6,26,3,105,1,1,1,1,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
NID DEC 2025,MOHMAND,PANDIALI,DANISHKOOL,mt,18,20,1,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,TURANGZAI,mt,18,2,16,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,SHABQADAR,DAULAT PURA,mt,31,5,26,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,SAFI LAKARO,SAGAI,mt,25,19,0,4,210,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,TIRAH MAIDAN,MALAKDIN KHEL B TIRAH,cbv,17,17,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,MC-1 CHARSADDA,mt,28,0,28,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,JEHANGIRA,NIZAMPUR,mt,31,8,16,4,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,AMBAR,HAD KOR:CHARGOLAI,mt,26,25,0,2,220,1,0,1,1,1,1,0,1,1,0,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,NOWSHERA,PABBI,TARRU JABBA,mt,23,5,17,2,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,UTMANZAI,mt,24,2,22,24,290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,HALEEMZAI,GHALLANAI,mt,27,9,18,6,230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,LANDI KOTAL,SULTAN KHEL B,cbv,25,25,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,SHABQADAR,BATTAGRAM,mt,30,1,29,0,245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,LANDI KOTAL,SULTAN KHEL B,cbv,25,25,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,SAFI LAKARO,SANDO KHEL,mt,25,25,0,4,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,MOHMAND,EKKAGHUND,DAB KOR,mt,12,4,8,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,NOWSHERA,NOWSHERA,GANDHERI,mt,30,5,23,0,325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,JAMRUD,SHAH KAS A,cbv,17,17,0,0,220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,TANGI,SHERPAO,mt,22,1,21,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,JAMRUD,ALI MASJID B,cbv,16,16,0,0,180,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,HALEEMZAI,KAMALI,mt,27,24,7,1,260,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NID DEC 2025,CHARSADA,CHARSADDA,SARKI TETARA,mt,22,0,22,2,240,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,DHERI KATTI KHEL,mt,45,0,20,3,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,PANDIALI,PANDIALI,mt,20,7,9,2,240,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,1,,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
NID DEC 2025,KHYBER,JAMRUD,PAINDI LALMA,cbv,23,23,0,0,160,0,0,0,1,1,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,TIRAH MAIDAN,PAGDARA,smt,14,13,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,TANGI,MANDANI,mt,19,0,18,1,200,1,1,1,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
NID DEC 2025,KHYBER,TIRAH MAIDAN,MALAKDIN KHEL A TIRAH,cbv,17,17,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,BARA,AKAKHEL MAIRA,cbv,24,24,0,0,180,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,LANDI KOTAL,MIRDAD KHEL,cbv,22,22,0,0,185,1,1,0,0,1,1,0,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
NID DEC 2025,MOHMAND,BAIZAI,KODA KHEL,mt,24,10,0,1,240,1,0,0,1,1,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,NOWSHERA,PABBI,CHOKI MAMREZ,mt,28,2,25,0,270,1,1,1,1,1,1,1,1,0,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,GHONDA KARKANA,mt,23,4,19,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,BARA,ABDULLAH JAN,cbv,18,18,0,0,180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
NID DEC 2025,NOWSHERA,JEHANGIRA,AKORA KHATTAK,mt,24,4,15,0,244,1,0,0,0,1,0,0,1,1,0,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
NID DEC 2025,KHYBER,TIRAH MAIDAN,Seray,smt,22,22,0,0,90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,KHAWEZAI,KHADI KHEL,mt,22,17,1,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,NOWSHERA,NOWSHERA,NOWSHERA CANTT,cbv,14,12,0,1,360,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,AZAKHEL PAYAN,mt,25,0,24,1,230,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,DERI BAGHBANAN,cbv,28,5,23,0,300,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,RISALPUR CANTT,mt,16,0,16,2,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,MEHAL TERAI 1,cbv,12,12,12,0,300,1,1,1,1,1,0,0,0,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,KHALSA 2,cbv,21,0,21,5,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,CHARSADDA,DHERI ZARDAD,mt,30,0,24,3,50,1,1,1,1,0,0,0,1,1,0,0,0,0,1,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1
NID DEC 2025,NOWSHERA,JEHANGIRA,MERA AKORA,mt,30,2,28,1,360,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,PESHAWAR,SMT,AKHOON ABAD,cbv,16,0,16,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,TANGI,SHERPAO,mt,21,0,21,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,KHESHGI PAYAN,mt,20,4,16,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,HAYAT ABAD 2,cbv,25,0,25,11,240,0,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,SHAHEEN TOWN,cbv,12,0,12,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,WAZIR BAGH,cbv,13,0,13,0,240,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,MALAKANDHER,cbv,20,5,15,4,270,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,TEHKAL PAYAN,cbv,19,18,18,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,KABUL RIVER,mt,31,4,21,3,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,HAZARKHWANI 2,cbv,21,0,21,0,240,1,1,1,1,1,1,0,1,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,NOWSHERA,NOWSHERA,KABUL RIVER,mt,30,3,27,30,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,DEH BAHADAR,cbv,19,0,17,0,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,JEHANGIRA,KHAIRABAD CAMP,mt,24,1,22,5,265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,SHAHEEN MUSLIM TWN1,cbv,21,21,21,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,HAZARKHWANI 2,cbv,21,0,21,0,260,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
NID DEC 2025,PESHAWAR,SADDAR,URMAR BALA,cbv,20,20,0,0,240,1,1,1,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,TANGI,GANDHERI,mt,21,7,12,2,220,1,1,1,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
NID DEC 2025,NOWSHERA,NOWSHERA,DHERI KATTI KHEL,mt,28,28,25,5,299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,MATTANI,SARBAND,cbv,14,0,14,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,PIRSABAQ,mt,8,1,5,1,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,BAIZAI,LANDI SHAH,mt,10,5,0,0,220,1,1,1,1,1,1,0,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,PESHAWAR,CITY,MALAKANDHER,cbv,20,4,31,15,200,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
NID DEC 2025,CHARSADA,SHABQADAR,BATTAGRAM,mt,30,0,28,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,SHABQADAR,MC-1 SHABQADAR:MC-2 SHABQADAR,mt,30,30,28,2,180,,1,1,1,1,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,1
NID DEC 2025,PESHAWAR,SHAH ALAM,PAJAGI,cbv,22,2,20,3,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,CHARSADA,SHABQADAR,MC-3 SHABQADAR,mt,20,0,20,2,180,,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,0,1
NID DEC 2025,PESHAWAR,SMT,AKHOON ABAD,cbv,16,0,16,0,360,1,1,1,1,1,0,1,1,1,1,0,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,SHAHI BAGH,cbv,17,0,17,0,200,1,1,1,1,1,0,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
NID DEC 2025,PESHAWAR,SADDAR,MERA KACHORI,cbv,20,0,18,2,240,1,1,1,1,1,0,1,1,1,1,1,0,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
NID DEC 2025,NOWSHERA,NOWSHERA,KHESHGI BALA,mt,22,4,18,0,240,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,KHYBER,LANDI KOTAL,SULTAN KHEL B,cbv,25,25,0,0,175,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,CITY,HASAN GARHI 2,cbv,20,0,19,19,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,KHAWEZAI,KHADI KHEL:JUMA KHEL,mt,10,3,0,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NID DEC 2025,NOWSHERA,PABBI,JALOZAI,mt,27,4,23,3,255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,HAZARKHWANI 1,cbv,13,0,13,0,260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,SMT,DEH BAHADAR,cbv,19,0,17,0,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,PESHAWAR,MATTANI,PISHTAKHARA,cbv,15,0,14,2,240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,PARANG GHAAR,ASGHAR,mt,21,21,16,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NID DEC 2025,MOHMAND,PARANG GHAAR,UMAR KHEL,mt,37,37,3,0,300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
